Date,Month,Region,District,NDVI,NDVI_lag1,NDVI_lag2,Soil_Moisture,Soil_Moisture_lag1,Soil_Moisture_lag2,Temperature,Temperature_lag1,Temperature_lag2,Rainfall,Rainfall_lag1,Rainfall_lag2,SPI_3,Drought_Risk_Class
2000-04-01,4.0,Bakool,Ceel Barde,0.2532267636561534,0.1876764466157039,0.1867941654432238,0.096907225266805,0.0642980727666282,0.0645813140718884,28.021204948873752,27.74665643277839,26.624710913326595,61.34415802391113,1.5749892489375,0.0,-0.8215864227779216,Normal
2000-05-01,5.0,Bakool,Ceel Barde,0.4693072058674633,0.2532267636561534,0.1876764466157039,0.2576534519595013,0.096907225266805,0.0642980727666282,24.61287616919044,28.021204948873752,27.74665643277839,93.30187656960835,61.34415802391113,1.5749892489375,0.051214348433215116,Normal
2000-06-01,6.0,Bakool,Ceel Barde,0.3385580316913887,0.4693072058674633,0.2532267636561534,0.0705648122950972,0.2576534519595013,0.096907225266805,25.614266117814207,24.61287616919044,28.021204948873752,0.0,93.30187656960835,61.34415802391113,0.3095655199342612,Normal
2000-07-01,7.0,Bakool,Ceel Barde,0.2659970466511413,0.3385580316913887,0.4693072058674633,0.067035912250674,0.0705648122950972,0.2576534519595013,25.43316731295943,25.614266117814207,24.61287616919044,8.31498786539257,0.0,93.30187656960835,1.7040058728541374,Normal
2000-08-01,8.0,Bakool,Ceel Barde,0.2316144427428743,0.2659970466511413,0.3385580316913887,0.0665022666360914,0.067035912250674,0.0705648122950972,25.80842167545054,25.43316731295943,25.614266117814207,10.89703550334158,8.31498786539257,0.0,-0.45338731533109583,Normal
2000-09-01,9.0,Bakool,Ceel Barde,0.2223617216372196,0.2316144427428743,0.2659970466511413,0.0660365021091931,0.0665022666360914,0.067035912250674,26.92126353994325,25.80842167545054,25.43316731295943,8.079222225811867,10.89703550334158,8.31498786539257,-0.27874059504255616,Normal
2000-10-01,10.0,Bakool,Ceel Barde,0.3799957468485798,0.2223617216372196,0.2316144427428743,0.2172818918143877,0.0660365021091931,0.0665022666360914,25.046985464108204,26.92126353994325,25.80842167545054,170.24092492628827,8.079222225811867,10.89703550334158,1.0904024832905994,Normal
2000-11-01,11.0,Bakool,Ceel Barde,0.3335775679643599,0.3799957468485798,0.2223617216372196,0.1071164100750849,0.2172818918143877,0.0660365021091931,26.189466390606192,25.046985464108204,26.92126353994325,8.0591195350972,170.24092492628827,8.079222225811867,0.7290903414580291,Normal
2000-12-01,12.0,Bakool,Ceel Barde,0.2767076304865084,0.3335775679643599,0.3799957468485798,0.0681017335745022,0.1071164100750849,0.2172818918143877,26.422074994581354,26.189466390606192,25.046985464108204,0.0,8.0591195350972,170.24092492628827,0.7337112141474531,Normal
2001-01-01,1.0,Bakool,Ceel Barde,0.235057554548676,0.2767076304865084,0.3335775679643599,0.0652042328283636,0.0681017335745022,0.1071164100750849,26.225554825776275,26.422074994581354,26.189466390606192,0.0,0.0,8.0591195350972,-0.7411035159413708,Normal
